Country,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Family,Health..Life.Expectancy.,Freedom,Generosity,Trust..Government.Corruption.,Dystopia.Residual,Year
Haiti,145.0,3.6029999256133998,3.73471479773521,3.4712850534915902,0.368610262870789,0.640449821949005,0.277321130037308,0.03036985732615,0.48920378088951094,0.09987214952707302,1.69716763496399,2017
Yemen,146.0,3.59299993515015,3.6927503198385203,3.4932495504617704,0.5916834473609921,0.93538224697113,0.310080915689468,0.24946372210979503,0.104125209152699,0.05676742270588901,1.3456006050109899,2017
South Sudan,147.0,3.5910000801086404,3.7255385857820498,3.45646157443523,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,1.8795673847198502,2017
Liberia,148.0,3.5329999923706095,3.6537562608718903,3.4122437238693197,0.11904179304838199,0.8721179366111759,0.229918196797371,0.33288118243217496,0.26654988527298,0.038948249071837006,1.6732859611511202,2017
Guinea,149.0,3.50699996948242,3.58442812889814,3.4295718100667,0.24454993009567302,0.7912446856498722,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,1.55231189727783,2017
Togo,150.0,3.4949998855590803,3.59403811171651,3.39596165940166,0.30544471740722695,0.4318825304508211,0.247105568647385,0.38042613863945,0.19689615070819896,0.095665015280247,1.8372292518615703,2017
Rwanda,151.0,3.47099995613098,3.54303023353219,3.3989696787297703,0.368745893239975,0.945707023143768,0.326424807310104,0.5818438529968261,0.25275602936744695,0.455220013856888,0.540061235427856,2017
Syria,152.0,3.46199989318848,3.66366855680943,3.2603312295675297,0.777153134346008,0.396102607250214,0.5005333423614501,0.08153944462537799,0.49366372823715204,0.15134713053703303,1.06157350540161,2017
Tanzania,153.0,3.34899997711182,3.4614297553896898,3.23657019883394,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.06603510677814499,0.621130466461182,2017
Burundi,154.0,2.90499997138977,3.07469033300877,2.73530960977077,0.09162256866693501,0.629793584346771,0.151610791683197,0.059900753200054,0.20443518459796897,0.08414794504642499,1.68302416801453,2017
Central African Republic,155.0,2.69300007820129,2.8648842692375203,2.52111588716507,0.0,0.0,0.018772685900331,0.270842045545578,0.280876487493515,0.056565076112747005,2.06600475311279,2017
Comoros,,,,,,,,,,,,2017
Djibouti,,,,,,,,,,,,2017
Laos,,,,,,,,,,,,2017
Oman,,,,,,,,,,,,2017
Puerto Rico,,,,,,,,,,,,2017
Somaliland Region,,,,,,,,,,,,2017
Somaliland region,,,,,,,,,,,,2017
Suriname,,,,,,,,,,,,2017
Swaziland,,,,,,,,,,,,2017
